HCT116_pH7A	HCT116_pH7B	HCT116_pH7C	HCT116_pH6A	HCT116_pH6B	HCT116_pH6C	Me3pH7A	Me3pH7B	Me3pH6A	Me3pH6B	Me3pH6C	Me3pH7C
ENSG00000228807	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228808	3	4	4	9	2	5	2	0	0	0	0	1
ENSG00000228809	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228810	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228812	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228813	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228814	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228815	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228816	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228817	7	3	1	4	6	2	0	6	7	5	4	4
ENSG00000228818	62	69	55	53	42	52	160	139	109	123	92	146
ENSG00000228819	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228820	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228823	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228824	0	0	0	0	0	0	12	12	9	10	5	8
ENSG00000228825	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228826	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228827	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228828	9	2	1	3	3	3	0	1	0	1	1	0
ENSG00000228829	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228830	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000228833	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228834	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000228835	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228836	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000228837	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228838	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228839	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000228840	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228842	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228843	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228844	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228845	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228846	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228847	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228848	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228849	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228850	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228851	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228852	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228853	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228854	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228855	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228856	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228857	0	0	0	0	0	1	0	0	1	1	0	0
ENSG00000228858	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228859	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228860	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228861	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228862	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228863	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228865	0	1	0	0	2	0	0	0	0	0	0	0
ENSG00000228867	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228868	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228869	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000228871	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228872	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228873	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228874	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228875	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228876	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228877	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000228878	2	1	4	12	10	3	1	4	0	4	5	5
ENSG00000228879	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228881	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228882	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228883	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228884	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228885	2	3	3	2	0	2	1	0	2	1	3	2
ENSG00000228886	2	6	1	2	5	5	1	1	1	0	1	2
ENSG00000228887	19	21	30	21	21	28	21	9	16	34	23	26
ENSG00000228888	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228889	20	24	16	32	53	19	6	6	3	6	8	5
ENSG00000228890	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228891	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228892	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228894	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228896	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228897	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228898	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228900	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228901	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228902	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228903	0	3	5	4	2	4	3	2	4	5	7	7
ENSG00000228904	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228906	15	6	7	8	5	18	6	5	6	3	4	8
ENSG00000228907	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228909	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228912	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228913	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228914	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000228915	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228917	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228918	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228919	0	0	0	0	0	0	0	1	1	0	0	2
ENSG00000228920	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228921	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228922	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228923	0	0	0	0	2	1	0	0	0	0	0	0
ENSG00000228925	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228926	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228927	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228928	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228929	464	606	491	488	606	536	228	318	210	242	185	282
ENSG00000228930	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228933	26	12	30	41	52	28	13	11	16	12	10	8
ENSG00000228935	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228937	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228938	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228939	0	0	1	0	0	0	1	1	1	1	0	1
ENSG00000228940	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228941	1	1	4	0	0	0	1	0	1	0	2	0
ENSG00000228943	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228944	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228945	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228948	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000228949	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000228950	0	0	0	1	1	1	1	4	1	3	1	5
ENSG00000228951	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228952	1	3	1	4	0	0	12	7	5	15	7	10
ENSG00000228953	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228954	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228955	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228956	0	0	0	0	1	0	3	8	8	16	10	3
ENSG00000228957	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228958	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228959	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228960	0	1	1	1	2	0	0	0	3	0	0	0
ENSG00000228961	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228962	0	1	2	1	1	1	0	0	0	0	0	0
ENSG00000228963	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228964	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228965	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228966	0	0	0	0	0	0	2	0	2	1	0	1
ENSG00000228968	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228970	0	0	1	0	1	0	0	1	0	0	0	0
ENSG00000228971	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228972	1	0	0	0	2	0	1	0	0	0	0	0
ENSG00000228973	1	8	5	2	7	6	0	0	0	1	0	0
ENSG00000228974	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228976	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228977	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228978	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228979	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228980	0	0	0	0	0	0	5	2	4	1	0	1
ENSG00000228981	0	0	0	0	0	0	0	1	2	0	0	0
ENSG00000228982	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228983	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000228984	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228985	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228986	5	5	4	5	2	4	9	7	6	6	8	4
ENSG00000228987	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228988	0	1	0	0	0	1	0	0	0	0	0	1
ENSG00000228989	19	13	15	34	40	36	25	14	19	21	24	30
ENSG00000228990	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228991	3	2	3	20	16	16	1	0	5	1	6	2
ENSG00000228992	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228993	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228995	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228997	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228998	114	149	112	97	100	45	106	112	111	88	101	101
ENSG00000228999	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229000	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229001	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000229002	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000229005	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229006	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229007	12	11	17	9	7	3	6	3	1	4	1	2
ENSG00000229009	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229010	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229011	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000229012	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229013	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229014	0	1	0	0	1	0	1	1	0	0	2	1
ENSG00000229015	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229016	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229017	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000229018	14	21	13	23	32	17	5	9	11	13	11	2
ENSG00000229019	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229020	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229021	1	0	0	2	1	3	1	0	0	0	1	0
ENSG00000229022	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229023	3	1	4	1	2	2	2	2	0	1	1	0
ENSG00000229025	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229027	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229028	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229029	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229030	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229031	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229032	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229033	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000229034	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229035	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229036	6	1	1	1	2	0	1	0	0	0	0	0
ENSG00000229037	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229038	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229040	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229042	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229043	42	58	57	49	38	44	58	57	57	60	49	54
ENSG00000229044	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000229045	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229046	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229047	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229048	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229051	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229052	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229054	2	1	2	2	2	1	0	0	0	0	0	0
ENSG00000229055	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229056	0	0	0	0	0	0	83	114	32	26	35	82
ENSG00000229057	1	0	0	1	0	2	0	1	1	1	1	2
ENSG00000229058	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229060	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229061	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229063	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229064	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000229065	0	0	0	0	1	0	0	1	0	0	0	1
ENSG00000229066	0	0	0	0	0	0	4	9	6	4	10	2
ENSG00000229067	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229068	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229069	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229071	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229072	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000229074	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229075	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229077	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229079	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229080	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229081	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000229082	1	0	0	2	1	4	0	0	0	0	0	0
ENSG00000229083	3	8	4	4	4	3	3	9	2	5	3	7
ENSG00000229084	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229086	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229087	1	1	0	0	1	0	1	0	0	0	0	0
ENSG00000229088	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229089	0	0	4	0	0	3	16	11	118	109	91	10
ENSG00000229090	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229091	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000229092	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229093	10	10	10	9	5	9	0	0	0	0	0	0
ENSG00000229094	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229097	107	150	107	100	125	137	282	325	219	252	261	316
ENSG00000229099	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229100	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229102	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000229103	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229106	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000229107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229109	0	0	0	0	0	0	1	2	0	3	0	0
ENSG00000229110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229111	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229112	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000229115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229117	2950	3226	3027	2973	3264	2872	1890	2212	1302	1565	1243	1850
ENSG00000229118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229119	1530	1969	2491	2617	3105	2021	1004	429	580	1121	1441	1637
ENSG00000229120	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229122	0	0	1	0	0	1	0	0	0	1	0	0
ENSG00000229124	0	4	4	4	4	3	68	93	35	34	42	70
ENSG00000229125	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229126	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229127	33	17	20	20	21	15	15	18	3	4	13	16
ENSG00000229129	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229131	0	0	0	0	0	0	25	26	21	15	11	22
ENSG00000229132	4277	4282	4863	3099	3489	3108	3899	4360	2824	3340	2805	3756
ENSG00000229133	2	2	0	1	0	0	1	1	0	0	0	1
ENSG00000229136	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229137	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229138	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229140	1	0	0	4	0	4	0	0	0	0	0	0
ENSG00000229142	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229143	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229145	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229146	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229147	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229149	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229150	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229151	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229152	161	122	71	229	243	215	18	19	12	8	10	24
ENSG00000229153	0	0	0	2	7	3	0	0	0	0	0	0
ENSG00000229154	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229155	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229156	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229159	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229160	0	0	0	0	0	0	0	1	0	1	1	3
ENSG00000229161	9	1	3	7	7	4	1	3	3	3	0	4
ENSG00000229162	1	1	0	1	4	0	0	0	0	1	0	4
ENSG00000229163	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229164	0	0	0	0	0	0	3	2	0	1	2	2
ENSG00000229165	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229167	5	12	13	46	46	15	0	0	0	0	0	0
ENSG00000229168	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229169	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229170	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229173	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229175	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229176	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229177	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229178	4	0	2	1	2	2	1	2	0	3	2	0
ENSG00000229179	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229180	12	9	9	16	22	9	20	12	16	19	29	21
ENSG00000229181	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229182	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229183	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229184	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229185	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229186	55	42	39	60	60	46	51	69	55	43	37	61
ENSG00000229187	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229188	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229189	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229190	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229191	0	0	0	0	0	0	0	2	4	0	1	1
ENSG00000229192	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229194	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229195	0	1	0	1	0	0	0	1	0	2	2	0
ENSG00000229196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229197	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229198	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229200	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229201	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229202	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229203	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000229204	10	8	14	4	0	8	4	12	4	8	2	6
ENSG00000229205	0	0	0	0	0	1	131	121	116	108	122	146
ENSG00000229206	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229207	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229208	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229209	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229210	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229211	8	3	2	5	3	8	6	8	3	4	5	10
ENSG00000229212	15	14	13	37	35	13	26	22	34	57	54	65
ENSG00000229213	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229214	2	1	1	1	1	1	0	1	2	0	0	3
ENSG00000229215	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229216	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229220	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229221	0	0	0	0	0	1	1	0	1	1	1	2
ENSG00000229222	3	6	3	3	5	3	4	3	3	1	6	9
ENSG00000229223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229224	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229225	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229226	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229227	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229228	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229229	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229230	10	14	16	3	4	2	0	0	0	0	0	0
ENSG00000229231	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000229232	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229233	0	0	0	0	0	0	10	11	21	21	18	8
ENSG00000229234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229235	1	0	0	1	1	0	0	0	0	0	0	0
ENSG00000229236	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229237	13	8	2	5	8	8	6	9	5	5	3	5
ENSG00000229238	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229239	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229240	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229241	4	1	0	0	1	2	1	1	0	1	1	2
ENSG00000229242	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229243	3	0	0	0	1	2	0	0	0	0	0	0
ENSG00000229245	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229246	0	0	0	0	0	0	0	2	3	5	0	1
ENSG00000229247	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229248	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229249	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229250	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229251	1	0	2	0	0	3	3	1	1	0	0	0
ENSG00000229252	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229253	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229254	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229256	0	2	1	1	0	1	1	1	1	1	0	0
ENSG00000229257	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000229258	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000229259	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229261	2	3	3	11	23	9	2	8	2	6	2	2
ENSG00000229262	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229263	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229265	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229266	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229267	11	16	7	19	12	11	2	0	3	8	14	5
ENSG00000229268	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000229269	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229271	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229272	0	0	0	1	1	0	0	0	1	0	1	0
ENSG00000229273	0	0	0	2	0	0	1	2	0	0	1	0
ENSG00000229274	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229275	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229276	7	2	0	4	3	3	1	3	0	4	0	2
ENSG00000229278	1	4	4	11	2	6	4	5	8	5	9	2
ENSG00000229280	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229281	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229282	0	1	0	0	2	0	0	0	2	0	0	0
ENSG00000229283	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229284	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229286	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229287	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229288	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229289	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229291	0	0	1	0	0	0	0	1	0	1	1	0
ENSG00000229292	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000229293	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229294	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229295	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229297	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229298	0	0	0	0	0	0	0	0	2	2	3	0
ENSG00000229299	12	7	6	6	10	6	7	9	7	10	16	19
ENSG00000229300	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229302	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229303	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000229305	6	5	8	7	7	0	0	0	0	0	0	0
ENSG00000229306	0	0	0	0	0	0	0	0	0	0	0	0
